material_id,spacegroup_symbol,spacegroup_number,original_formula,discharged_formula,charged_formula,replaced_element,vpv,discharged_energy_fu_corrected,charged_energy_fu_corrected,applied_correction,discharged_E_above_hull,charged_E_above_hull,average_voltage,mace-neb1 (meV),mace-neb2,mace-neb3,mace-neb4,other_dir,orbv3-neb1 (meV),orbv3-neb2,orbv3-neb3,orbv3-neb4,mace_candidate,orbv3_candidate,TL_neb1 (meV),TL_neb2,TL_neb3,TL_neb4,TL_candidate
mp-19510,P2_1/c,14,V2Cd(PO5)2,CaV2(PO5)2,V2P2O10,Cd,13.642182702834,-122.1784800335423,-112.9190165749943,-10.27,0.0307899650971812,0.0397047957146927,3.64,1951.0,2274.0,,,or,2278.1,2299.1,,,0,0,1897.3746283113687,1637.435750060766,,,0
mp-2220145,C2/m,12,MgV4O8,CaV4O8,V4O8,Mg,13.889220549457148,-111.85817653894338,-104.91271804105284,-12.296,0.0885595613312624,0.0641585549122645,2.48,262.0,,,,,190.6,,,,1,1,585.5327955735924,,,,1
mp-1235087,P1,1,LiV4(NiO6)2,CaV4(NiO6)2,V4Ni2O12,Li,13.631859459161028,-152.0276306855059,-144.07475594975523,-20.126,0.0803322363768757,0.0579890089024885,2.99,2657.0,,,,,3273.6,,,,0,0,1476.6216574275643,,,,0
mp-773027,Pm,6,Li5V18O44,Ca5V18O44,V18O44,Li,13.979074434930691,-565.2014502881613,-521.0770350306716,-60.828,0.053920185997601,0.0517811999891684,3.42,325.0,,,,,589.5,,,,1,1,1334.4560081896764,,,,0
mp-755630,C2/m,12,Li2V6O15,Ca2V6O15,V6O15,Li,14.47698969329403,-193.21028092707093,-175.608198573816,-20.505000000000003,0.0554747551273298,0.0563862419611442,3.41,465.0,,,,,812.7,,,,1,1,1476.026497122331,,,,0
mp-768470,P-1,2,LiMn2(PO4)2,CaMn2(PO4)2,Mn2P2O8,Li,13.742947164396258,-106.56222900720871,-97.63227512870756,-8.832,0.0510625827574493,0.0342348026077043,3.47,1050.0,684.0,,,and,1317.9,834.7,,,0,0,1265.2649617905092,1275.7252440971677,,,0
mp-20593,I4/mmm,139,XV4O8,CaV4O8,V4O8,X0+,14.521051195702288,-111.88592178222213,-105.01342130473223,-12.296,0.0864253118482825,0.0557666162723151,2.45,3651.0,,,,,3951.7,,,,0,0,1665.0228422758512,,,,0
mp-2218420,C2/m,12,MgTa2(FeO4)2,CaTa2(FeO4)2,Ta2Fe2O8,Mg,14.316258556148847,-118.5719303275352,-112.13320843003392,-10.008,0.0725625413434549,0.0119048999971731,2.23,2057.0,,,,,2116.7,,,,0,0,1029.6295958108717,,,,0
mp-1234013,P1,1,X4MgFe4(PO4)4,CaFe4(PO4)4,Fe4P4O16,Mg,13.610265976666035,-198.0675926413184,-189.74814769433243,-20.016,0.0417365371472593,0.0408386810694816,3.17,482.0,,,,,554.4,,,,1,1,1150.457074544644,,,,0
mp-1013898,P2_1/m,11,XLiMo3P3O13,CaMo3P3O13,Mo3P3O13,Li,13.541963981366884,-165.4769268457983,-157.781072805471,-18.537,0.0411874161267551,0.0378986147120521,2.86,1040.0,,,,,1067.9,,,,0,0,1434.8859102760669,,,,0
mp-1232991,P-1,2,X2LiV4O10,CaV4O10,V4O10,Li,13.215118861928216,-125.86789905712854,-117.08502045599418,-13.670000000000002,0.0754995168580894,0.05546566528613,3.4,1916.0,,,,,4664.7,,,,0,0,1623.134382638301,,,,0
mp-2230316,C2,5,MgSi4(MoO6)2,CaSi4(MoO6)2,Si4Mo2O12,Mg,13.673816461896749,-159.4835245305586,-152.52313237121209,-14.648,0.0632023745320058,0.0878061043771065,2.49,2455.0,,,,,2587.8,,,,0,0,2013.407353373453,,,,0
